ensembl_gene_id	gene_symbol	entrez_id	gene_name	gene_label
ENSG00000116514	RNF19B	127544	ring finger protein 19B	RNF19B
ENSG00000116521	SCAMP3	10067	secretory carrier membrane protein 3	SCAMP3
ENSG00000116525	TRIM62	55223	tripartite motif containing 62	TRIM62
ENSG00000116539	ASH1L	55870	ASH1 like histone lysine methyltransferase	ASH1L
ENSG00000116544	DLGAP3	58512	DLG associated protein 3	DLGAP3
ENSG00000116560	SFPQ	6421	splicing factor proline and glutamine rich	SFPQ
ENSG00000116574	RHOU	58480	ras homolog family member U	RHOU
ENSG00000116580	GON4L	54856	gon-4 like	GON4L
ENSG00000116584	ARHGEF2	9181	Rho/Rac guanine nucleotide exchange factor 2	ARHGEF2
ENSG00000116586	LAMTOR2	28956	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	LAMTOR2
ENSG00000116604	MEF2D	4209	myocyte enhancer factor 2D	MEF2D
ENSG00000116641	DOCK7	85440	dedicator of cytokinesis 7	DOCK7
ENSG00000116649	SRM	6723	spermidine synthase	SRM
ENSG00000116661	FBXO2	26232	F-box protein 2	FBXO2
ENSG00000116663	FBXO6	26270	F-box protein 6	FBXO6
ENSG00000116667	C1orf21	81563	chromosome 1 open reading frame 21	C1orf21
ENSG00000116668	SWT1	54823	SWT1 RNA endoribonuclease homolog	SWT1
ENSG00000116670	MAD2L2	10459	mitotic arrest deficient 2 like 2	MAD2L2
ENSG00000116675	DNAJC6	9829	DnaJ heat shock protein family (Hsp40) member C6	DNAJC6
ENSG00000116678	LEPR	3953	leptin receptor	LEPR
ENSG00000116679	IVNS1ABP	10625	influenza virus NS1A binding protein	IVNS1ABP
ENSG00000116685	KIAA2013	90231	KIAA2013	KIAA2013
ENSG00000116688	MFN2	9927	mitofusin 2	MFN2
ENSG00000116690	PRG4	10216	proteoglycan 4	PRG4
ENSG00000116691	MIIP	60672	migration and invasion inhibitory protein	MIIP
ENSG00000116698	SMG7	9887	SMG7 nonsense mediated mRNA decay factor	SMG7
ENSG00000116701	NCF2	4688	neutrophil cytosolic factor 2	NCF2
ENSG00000116704	SLC35D1	23169	solute carrier family 35 member D1	SLC35D1
ENSG00000116711	PLA2G4A	5321	phospholipase A2 group IVA	PLA2G4A
ENSG00000116717	GADD45A	1647	growth arrest and DNA damage inducible alpha	GADD45A
ENSG00000116729	WLS	79971	Wnt ligand secretion mediator	WLS
ENSG00000116731	PRDM2	7799	PR/SET domain 2	PRDM2
ENSG00000116741	RGS2	5997	regulator of G protein signaling 2	RGS2
ENSG00000116747	RO60	6738	Ro60, Y RNA binding protein	RO60
ENSG00000116750	UCHL5	51377	ubiquitin C-terminal hydrolase L5	UCHL5
ENSG00000116752	BCAS2	10286	BCAS2 pre-mRNA processing factor	BCAS2
ENSG00000116754	SRSF11	9295	serine and arginine rich splicing factor 11	SRSF11
ENSG00000116761	CTH	1491	cystathionine gamma-lyase	CTH
ENSG00000116771	AGMAT	79814	agmatinase	AGMAT
ENSG00000116786	PLEKHM2	23207	pleckstrin homology and RUN domain containing M2	PLEKHM2
ENSG00000116791	CRYZ	1429	crystallin zeta	CRYZ
ENSG00000116793	PHTF1	10745	putative homeodomain transcription factor 1	PHTF1
ENSG00000116809	ZBTB17	7709	zinc finger and BTB domain containing 17	ZBTB17
ENSG00000116815	CD58	965	CD58 molecule	CD58
ENSG00000116819	TFAP2E	339488	transcription factor AP-2 epsilon	TFAP2E
ENSG00000116824	CD2	914	CD2 molecule	CD2
ENSG00000116830	TTF2	8458	transcription termination factor 2	TTF2
ENSG00000116852	KIF21B	23046	kinesin family member 21B	KIF21B
ENSG00000116857	TMEM9	252839	transmembrane protein 9	TMEM9
ENSG00000116863	ADPRS	54936	ADP-ribosylserine hydrolase	ADPRS
ENSG00000116871	MAP7D1	55700	MAP7 domain containing 1	MAP7D1
ENSG00000116874	WARS2	10352	tryptophanyl tRNA synthetase 2, mitochondrial	WARS2
ENSG00000116898	MRPS15	64960	mitochondrial ribosomal protein S15	MRPS15
ENSG00000116903	EXOC8	149371	exocyst complex component 8	EXOC8
ENSG00000116906	GNPAT	8443	glyceronephosphate O-acyltransferase	GNPAT
ENSG00000116918	TSNAX	7257	translin associated factor X	TSNAX
ENSG00000116922	AIRIM	54955	AFG2 interacting ribosome maturation factor	AIRIM
ENSG00000116954	RRAGC	64121	Ras related GTP binding C	RRAGC
ENSG00000116962	NID1	4811	nidogen 1	NID1
ENSG00000116977	LGALS8	3964	galectin 8	LGALS8
ENSG00000116983	HPCAL4	51440	hippocalcin like 4	HPCAL4
ENSG00000116984	MTR	4548	5-methyltetrahydrofolate-homocysteine methyltransferase	MTR
ENSG00000116985	BMP8B	656	bone morphogenetic protein 8b	BMP8B
ENSG00000116990	MYCL	4610	MYCL proto-oncogene, bHLH transcription factor	MYCL
ENSG00000116991	SIPA1L2	57568	signal induced proliferation associated 1 like 2	SIPA1L2
ENSG00000117000	RLF	6018	RLF zinc finger	RLF
ENSG00000117009	KMO	8564	kynurenine 3-monooxygenase	KMO
ENSG00000117010	ZNF684	127396	zinc finger protein 684	ZNF684
ENSG00000117016	RIMS3	9783	regulating synaptic membrane exocytosis 3	RIMS3
ENSG00000117020	AKT3	10000	AKT serine/threonine kinase 3	AKT3
ENSG00000117036	ETV3	2117	ETS variant transcription factor 3	ETV3
ENSG00000117054	ACADM	34	acyl-CoA dehydrogenase medium chain	ACADM
ENSG00000117090	SLAMF1	6504	signaling lymphocytic activation molecule family member 1	SLAMF1
ENSG00000117091	CD48	962	CD48 molecule	CD48
ENSG00000117115	PADI2	11240	peptidyl arginine deiminase 2	PADI2
ENSG00000117118	SDHB	6390	succinate dehydrogenase complex iron sulfur subunit B	SDHB
ENSG00000117133	RPF1	80135	ribosome production factor 1 homolog	RPF1
ENSG00000117139	KDM5B	10765	lysine demethylase 5B	KDM5B
ENSG00000117143	UAP1	6675	UDP-N-acetylglucosamine pyrophosphorylase 1	UAP1
ENSG00000117151	CTBS	1486	chitobiase	CTBS
ENSG00000117153	KLHL12	59349	kelch like family member 12	KLHL12
ENSG00000117155	SSX2IP	117178	SSX family member 2 interacting protein	SSX2IP
ENSG00000117174	ZNHIT6	54680	zinc finger HIT-type containing 6	ZNHIT6
ENSG00000117215	PLA2G2D	26279	phospholipase A2 group IID	PLA2G2D
ENSG00000117222	RBBP5	5929	RB binding protein 5, histone lysine methyltransferase complex subunit	RBBP5
ENSG00000117226	GBP3	2635	guanylate binding protein 3	GBP3
ENSG00000117228	GBP1	2633	guanylate binding protein 1	GBP1
ENSG00000117242	PINK1-AS	100861548	PINK1 antisense RNA	PINK1-AS
ENSG00000117262	GPR89A	653519	G protein-coupled receptor 89A	GPR89A
ENSG00000117266	CDK18	5129	cyclin dependent kinase 18	CDK18
ENSG00000117280	RAB29	8934	RAB29, member RAS oncogene family	RAB29
ENSG00000117281	CD160	11126	CD160 molecule	CD160
ENSG00000117298	ECE1	1889	endothelin converting enzyme 1	ECE1
ENSG00000117305	HMGCL	3155	3-hydroxy-3-methylglutaryl-CoA lyase	HMGCL
ENSG00000117308	GALE	2582	UDP-galactose-4-epimerase	GALE
ENSG00000117318	ID3	3399	inhibitor of DNA binding 3	ID3
ENSG00000117322	CR2	1380	complement C3d receptor 2	CR2
ENSG00000117335	CD46	4179	CD46 molecule	CD46
ENSG00000117360	PRPF3	9129	pre-mRNA processing factor 3	PRPF3
ENSG00000117362	APH1A	51107	aph-1 homolog A, gamma-secretase subunit	APH1A
ENSG00000117385	P3H1	64175	prolyl 3-hydroxylase 1	P3H1
ENSG00000117394	SLC2A1	6513	solute carrier family 2 member 1	SLC2A1
ENSG00000117395	EBNA1BP2	10969	EBNA1 binding protein 2	EBNA1BP2
ENSG00000117399	CDC20	991	cell division cycle 20	CDC20
ENSG00000117400	MPL	4352	MPL proto-oncogene, thrombopoietin receptor	MPL
ENSG00000117408	IPO13	9670	importin 13	IPO13
ENSG00000117410	ATP6V0B	533	ATPase H+ transporting V0 subunit b	ATP6V0B
ENSG00000117411	B4GALT2	8704	beta-1,4-galactosyltransferase 2	B4GALT2
ENSG00000117419	ERI3	79033	ERI1 exoribonuclease family member 3	ERI3
ENSG00000117425	PTCH2	8643	patched 2	PTCH2
ENSG00000117448	AKR1A1	10327	aldo-keto reductase family 1 member A1	AKR1A1
ENSG00000117450	PRDX1	5052	peroxiredoxin 1	PRDX1
ENSG00000117461	PIK3R3	8503	phosphoinositide-3-kinase regulatory subunit 3	PIK3R3
ENSG00000117475	BLZF1	8548	basic leucine zipper nuclear factor 1	BLZF1
ENSG00000117479	SLC19A2	10560	solute carrier family 19 member 2	SLC19A2
ENSG00000117480	FAAH	2166	fatty acid amide hydrolase	FAAH
ENSG00000117481	NSUN4	387338	NOP2/Sun RNA methyltransferase 4	NSUN4
ENSG00000117500	TMED5	50999	transmembrane p24 trafficking protein 5	TMED5
ENSG00000117505	DR1	1810	down-regulator of transcription 1	DR1
ENSG00000117519	CNN3	1266	calponin 3	CNN3
ENSG00000117523	PRRC2C	23215	proline rich coiled-coil 2C	PRRC2C
ENSG00000117525	F3	2152	coagulation factor III, tissue factor	F3
ENSG00000117528	ABCD3	5825	ATP binding cassette subfamily D member 3	ABCD3
ENSG00000117533	VAMP4	8674	vesicle associated membrane protein 4	VAMP4
ENSG00000117543	DPH5	51611	diphthamide biosynthesis 5	DPH5
ENSG00000117560	FASLG	356	Fas ligand	FASLG
ENSG00000117569	PTBP2	58155	polypyrimidine tract binding protein 2	PTBP2
ENSG00000117586	TNFSF4	7292	TNF superfamily member 4	TNFSF4
ENSG00000117592	PRDX6	9588	peroxiredoxin 6	PRDX6
ENSG00000117593	DARS2	55157	aspartyl-tRNA synthetase 2, mitochondrial	DARS2
ENSG00000117595	IRF6	3664	interferon regulatory factor 6	IRF6
ENSG00000117597	UTP25	27042	UTP25 small subunit processome component	UTP25
ENSG00000117602	RCAN3	11123	RCAN family member 3	RCAN3
ENSG00000117614	SYF2	25949	SYF2 pre-mRNA splicing factor	SYF2
ENSG00000117616	RSRP1	57035	arginine and serine rich protein 1	RSRP1
ENSG00000117620	SLC35A3	23443	solute carrier family 35 member A3	SLC35A3
ENSG00000117625	RCOR3	55758	REST corepressor 3	RCOR3
ENSG00000117632	STMN1	3925	stathmin 1	STMN1
ENSG00000117640	MTFR1L	56181	mitochondrial fission regulator 1 like	MTFR1L
ENSG00000117643	MAN1C1	57134	mannosidase alpha class 1C member 1	MAN1C1
ENSG00000117650	NEK2	4751	NIMA related kinase 2	NEK2
ENSG00000117676	RPS6KA1	6195	ribosomal protein S6 kinase A1	RPS6KA1
ENSG00000117682	DHDDS	79947	dehydrodolichyl diphosphate synthase subunit	DHDDS
ENSG00000117691	NENF	29937	neudesin neurotrophic factor	NENF
ENSG00000117697	NSL1	25936	NSL1 component of MIS12 kinetochore complex	NSL1
ENSG00000117713	ARID1A	8289	AT-rich interaction domain 1A	ARID1A
ENSG00000117724	CENPF	1063	centromere protein F	CENPF
ENSG00000117748	RPA2	6118	replication protein A2	RPA2
ENSG00000117751	PPP1R8	5511	protein phosphatase 1 regulatory subunit 8	PPP1R8
ENSG00000117758	STX12	23673	syntaxin 12	STX12
ENSG00000117791	MTARC2	54996	mitochondrial amidoxime reducing component 2	MTARC2
ENSG00000117834	SLC5A9	200010	solute carrier family 5 member 9	SLC5A9
ENSG00000117859	OSBPL9	114883	oxysterol binding protein like 9	OSBPL9
ENSG00000117862	TXNDC12	51060	thioredoxin domain containing 12	TXNDC12
ENSG00000117868	ESYT2	57488	extended synaptotagmin 2	ESYT2
ENSG00000117877	POLR1G	10849	RNA polymerase I subunit G	POLR1G
ENSG00000117899	MESD	23184	mesoderm development LRP chaperone	MESD
ENSG00000117906	RCN2	5955	reticulocalbin 2	RCN2
ENSG00000117984	CTSD	1509	cathepsin D	CTSD
ENSG00000118007	STAG1	10274	STAG1 cohesin complex component	STAG1
ENSG00000118046	STK11	6794	serine/threonine kinase 11	STK11
ENSG00000118058	KMT2A	4297	lysine methyltransferase 2A	KMT2A
ENSG00000118096	IFT46	56912	intraflagellar transport 46	IFT46
ENSG00000118162	KPTN	11133	kaptin, actin binding protein	KPTN
ENSG00000118181	RPS25	6230	ribosomal protein S25	RPS25
ENSG00000118193	KIF14	9928	kinesin family member 14	KIF14
ENSG00000118197	DDX59	83479	DEAD-box helicase 59	DDX59
ENSG00000118200	CAMSAP2	23271	calmodulin regulated spectrin associated protein family member 2	CAMSAP2
ENSG00000118217	ATF6	22926	activating transcription factor 6	ATF6
ENSG00000118242	MREG	55686	melanoregulin	MREG
ENSG00000118246	FASTKD2	22868	FAST kinase domains 2	FASTKD2
ENSG00000118257	NRP2	8828	neuropilin 2	NRP2
ENSG00000118260	CREB1	1385	cAMP responsive element binding protein 1	CREB1
ENSG00000118263	KLF7	8609	KLF transcription factor 7	KLF7
ENSG00000118276	B4GALT6	9331	beta-1,4-galactosyltransferase 6	B4GALT6
ENSG00000118292	C1orf54	79630	chromosome 1 open reading frame 54	C1orf54
ENSG00000118298	CA14	23632	carbonic anhydrase 14	CA14
ENSG00000118308	IRAG2	4033	inositol 1,4,5-triphosphate receptor associated 2	IRAG2
ENSG00000118363	SPCS2	9789	signal peptidase complex subunit 2	SPCS2
ENSG00000118369	USP35	57558	ubiquitin specific peptidase 35	USP35
ENSG00000118402	ELOVL4	6785	ELOVL fatty acid elongase 4	ELOVL4
ENSG00000118412	CASP8AP2	9994	caspase 8 associated protein 2	CASP8AP2
ENSG00000118418	HMGN3	9324	high mobility group nucleosomal binding domain 3	HMGN3
ENSG00000118420	UBE3D	90025	ubiquitin protein ligase E3D	UBE3D
ENSG00000118454	ANKRD13C	81573	ankyrin repeat domain 13C	ANKRD13C
ENSG00000118482	PHF3	23469	PHD finger protein 3	PHF3
ENSG00000118495	PLAGL1	5325	PLAG1 like zinc finger 1	PLAGL1
ENSG00000118496	FBXO30	84085	F-box protein 30	FBXO30
ENSG00000118503	TNFAIP3	7128	TNF alpha induced protein 3	TNFAIP3
ENSG00000118507	AKAP7	9465	A-kinase anchoring protein 7	AKAP7
ENSG00000118508	RAB32	10981	RAB32, member RAS oncogene family	RAB32
ENSG00000118513	MYB	4602	MYB proto-oncogene, transcription factor	MYB
ENSG00000118515	SGK1	6446	serum/glucocorticoid regulated kinase 1	SGK1
ENSG00000118518	RNF146	81847	ring finger protein 146	RNF146
ENSG00000118520	ARG1	383	arginase 1	ARG1
ENSG00000118557	PMFBP1	83449	polyamine modulated factor 1 binding protein 1	PMFBP1
ENSG00000118564	FBXL5	26234	F-box and leucine rich repeat protein 5	FBXL5
ENSG00000118579	MED28	80306	mediator complex subunit 28	MED28
ENSG00000118596	SLC16A7	9194	solute carrier family 16 member 7	SLC16A7
ENSG00000118600	RXYLT1	10329	ribitol xylosyltransferase 1	RXYLT1
ENSG00000118620	ZNF430	80264	zinc finger protein 430	ZNF430
ENSG00000118640	VAMP8	8673	vesicle associated membrane protein 8	VAMP8
ENSG00000118655	DCLRE1B	64858	DNA cross-link repair 1B	DCLRE1B
ENSG00000118680	MYL12B	103910	myosin light chain 12B	MYL12B
ENSG00000118689	FOXO3	2309	forkhead box O3	FOXO3
ENSG00000118690	ARMC2	84071	armadillo repeat containing 2	ARMC2
ENSG00000118705	RPN2	6185	ribophorin II	RPN2
ENSG00000118707	TGIF2	60436	TGFB induced factor homeobox 2	TGIF2
ENSG00000118762	PKD2	5311	polycystin 2, transient receptor potential cation channel	PKD2
ENSG00000118777	ABCG2	9429	ATP binding cassette subfamily G member 2 (Junior blood group)	ABCG2
ENSG00000118804	STBD1	8987	starch binding domain 1	STBD1
ENSG00000118816	CCNI	10983	cyclin I	CCNI
ENSG00000118855	MFSD1	64747	major facilitator superfamily domain containing 1	MFSD1
ENSG00000118873	RAB3GAP2	25782	RAB3 GTPase activating non-catalytic protein subunit 2	RAB3GAP2
ENSG00000118894	EEF2KMT	196483	eukaryotic elongation factor 2 lysine methyltransferase	EEF2KMT
ENSG00000118900	UBN1	29855	ubinuclein 1	UBN1
ENSG00000118922	KLF12	11278	KLF transcription factor 12	KLF12
ENSG00000118939	UCHL3	7347	ubiquitin C-terminal hydrolase L3	UCHL3
ENSG00000118960	HS1BP3	64342	HCLS1 binding protein 3	HS1BP3
ENSG00000118961	LDAH	60526	lipid droplet associated hydrolase	LDAH
ENSG00000118965	WDR35	57539	WD repeat domain 35	WDR35
ENSG00000118971	CCND2	894	cyclin D2	CCND2
ENSG00000118985	ELL2	22936	elongation factor for RNA polymerase II 2	ELL2
ENSG00000119004	CYP20A1	57404	cytochrome P450 family 20 subfamily A member 1	CYP20A1
ENSG00000119013	NDUFB3	4709	NADH:ubiquinone oxidoreductase subunit B3	NDUFB3
ENSG00000119041	GTF3C3	9330	general transcription factor IIIC subunit 3	GTF3C3
ENSG00000119042	SATB2	23314	SATB homeobox 2	SATB2
ENSG00000119048	UBE2B	7320	ubiquitin conjugating enzyme E2 B	UBE2B
ENSG00000119138	KLF9	687	KLF transcription factor 9	KLF9
ENSG00000119139	TJP2	9414	tight junction protein 2	TJP2
ENSG00000119185	ITGB1BP1	9270	integrin subunit beta 1 binding protein 1	ITGB1BP1
ENSG00000119203	CPSF3	51692	cleavage and polyadenylation specific factor 3	CPSF3
ENSG00000119227	PIGZ	80235	phosphatidylinositol glycan anchor biosynthesis class Z	PIGZ
ENSG00000119231	SENP5	205564	SUMO specific peptidase 5	SENP5
ENSG00000119242	CCDC92	80212	coiled-coil domain containing 92	CCDC92
ENSG00000119280	C1orf198	84886	chromosome 1 open reading frame 198	C1orf198
ENSG00000119285	HEATR1	55127	HEAT repeat containing 1	HEATR1
ENSG00000119314	PTBP3	9991	polypyrimidine tract binding protein 3	PTBP3
ENSG00000119318	RAD23B	5887	RAD23 homolog B, nucleotide excision repair protein	RAD23B
ENSG00000119321	FKBP15	23307	FKBP prolyl isomerase family member 15	FKBP15
ENSG00000119326	CTNNAL1	8727	catenin alpha like 1	CTNNAL1
ENSG00000119328	ABITRAM	54942	actin binding transcription modulator	ABITRAM
ENSG00000119333	DYNC2I2	89891	dynein 2 intermediate chain 2	DYNC2I2
ENSG00000119335	SET	6418	SET nuclear proto-oncogene	SET
ENSG00000119383	PTPA	5524	protein phosphatase 2 phosphatase activator	PTPA
ENSG00000119392	GLE1	2733	GLE1 RNA export mediator	GLE1
ENSG00000119396	RAB14	51552	RAB14, member RAS oncogene family	RAB14
ENSG00000119397	CNTRL	11064	centriolin	CNTRL
ENSG00000119401	TRIM32	22954	tripartite motif containing 32	TRIM32
ENSG00000119402	FBXW2	26190	F-box and WD repeat domain containing 2	FBXW2
ENSG00000119403	PHF19	26147	PHD finger protein 19	PHF19
ENSG00000119408	NEK6	10783	NIMA related kinase 6	NEK6
ENSG00000119411	BSPRY	54836	B-box and SPRY domain containing	BSPRY
ENSG00000119414	PPP6C	5537	protein phosphatase 6 catalytic subunit	PPP6C
ENSG00000119421	NDUFA8	4702	NADH:ubiquinone oxidoreductase subunit A8	NDUFA8
ENSG00000119431	HDHD3	81932	haloacid dehalogenase like hydrolase domain containing 3	HDHD3
ENSG00000119446	RBM18	92400	RNA binding motif protein 18	RBM18
ENSG00000119457	SLC46A2	57864	solute carrier family 46 member 2	SLC46A2
ENSG00000119471	HSDL2	84263	hydroxysteroid dehydrogenase like 2	HSDL2
ENSG00000119487	MAPKAP1	79109	MAPK associated protein 1	MAPKAP1
ENSG00000119508	NR4A3	8013	nuclear receptor subfamily 4 group A member 3	NR4A3
ENSG00000119509	INVS	27130	inversin	INVS
ENSG00000119514	GALNT12	79695	polypeptide N-acetylgalactosaminyltransferase 12	GALNT12
ENSG00000119522	DENND1A	57706	DENN domain containing 1A	DENND1A
ENSG00000119523	ALG2	85365	ALG2 alpha-1,3/1,6-mannosyltransferase	ALG2
ENSG00000119535	CSF3R	1441	colony stimulating factor 3 receptor	CSF3R
ENSG00000119537	KDSR	2531	3-ketodihydrosphingosine reductase	KDSR
ENSG00000119541	VPS4B	9525	vacuolar protein sorting 4 homolog B	VPS4B
ENSG00000119559	C19orf25	148223	chromosome 19 open reading frame 25	C19orf25
ENSG00000119574	ZBTB45	84878	zinc finger and BTB domain containing 45	ZBTB45
ENSG00000119596	YLPM1	56252	YLP motif containing 1	YLPM1
ENSG00000119599	DCAF4	26094	DDB1 and CUL4 associated factor 4	DCAF4
ENSG00000119616	FCF1	51077	FCF1 rRNA-processing protein	FCF1
ENSG00000119630	PGF	5228	placental growth factor	PGF
ENSG00000119632	IFI27L2	83982	interferon alpha inducible protein 27 like 2	IFI27L2
ENSG00000119636	BBOF1	80127	basal body orientation factor 1	BBOF1
ENSG00000119638	NEK9	91754	NIMA related kinase 9	NEK9
ENSG00000119640	ACYP1	97	acylphosphatase 1	ACYP1
ENSG00000119650	IFT43	112752	intraflagellar transport 43	IFT43
ENSG00000119655	NPC2	10577	NPC intracellular cholesterol transporter 2	NPC2
ENSG00000119661	DNAL1	83544	dynein axonemal light chain 1	DNAL1
ENSG00000119669	IRF2BPL	64207	interferon regulatory factor 2 binding protein like	IRF2BPL
ENSG00000119673	ACOT2	10965	acyl-CoA thioesterase 2	ACOT2
ENSG00000119681	LTBP2	4053	latent transforming growth factor beta binding protein 2	LTBP2
ENSG00000119682	AREL1	9870	apoptosis resistant E3 ubiquitin protein ligase 1	AREL1
ENSG00000119684	MLH3	27030	mutL homolog 3	MLH3
ENSG00000119685	TTLL5	23093	tubulin tyrosine ligase like 5	TTLL5
ENSG00000119686	FLVCR2	55640	FLVCR choline and putative heme transporter 2	FLVCR2
ENSG00000119688	ABCD4	5826	ATP binding cassette subfamily D member 4	ABCD4
ENSG00000119689	DLST	1743	dihydrolipoamide S-succinyltransferase	DLST
ENSG00000119699	TGFB3	7043	transforming growth factor beta 3	TGFB3
ENSG00000119703	ZC2HC1C	79696	zinc finger C2HC-type containing 1C	ZC2HC1C
ENSG00000119705	SLIRP	81892	SRA stem-loop interacting RNA binding protein	SLIRP
ENSG00000119707	RBM25	58517	RNA binding motif protein 25	RBM25
ENSG00000119711	ALDH6A1	4329	aldehyde dehydrogenase 6 family member A1	ALDH6A1
ENSG00000119714	GPR68	8111	G protein-coupled receptor 68	GPR68
ENSG00000119718	EIF2B2	8892	eukaryotic translation initiation factor 2B subunit beta	EIF2B2
ENSG00000119720	NRDE2	55051	NRDE-2, necessary for RNA interference, domain containing	NRDE2
ENSG00000119723	COQ6	51004	coenzyme Q6, monooxygenase	COQ6
ENSG00000119725	ZNF410	57862	zinc finger protein 410	ZNF410
ENSG00000119729	RHOQ	23433	ras homolog family member Q	RHOQ
ENSG00000119760	SUPT7L	9913	SPT7 like, STAGA complex subunit gamma	SUPT7L
ENSG00000119771	KLHL29	114818	kelch like family member 29	KLHL29
ENSG00000119772	DNMT3A	1788	DNA methyltransferase 3 alpha	DNMT3A
ENSG00000119777	TMEM214	54867	transmembrane protein 214	TMEM214
ENSG00000119778	ATAD2B	54454	ATPase family AAA domain containing 2B	ATAD2B
ENSG00000119782	FKBP1B	2281	FKBP prolyl isomerase 1B	FKBP1B
ENSG00000119787	ATL2	64225	atlastin GTPase 2	ATL2
ENSG00000119801	YPEL5	51646	yippee like 5	YPEL5
ENSG00000119812	FAM98A	25940	family with sequence similarity 98 member A	FAM98A
ENSG00000119820	YIPF4	84272	Yip1 domain family member 4	YIPF4
ENSG00000119844	AFTPH	54812	aftiphilin	AFTPH
ENSG00000119862	LGALSL	29094	galectin like	LGALSL
ENSG00000119866	BCL11A	53335	BCL11 transcription factor A	BCL11A
ENSG00000119878	CRIPT	9419	CXXC repeat containing interactor of PDZ3 domain	CRIPT
ENSG00000119899	SLC17A5	26503	solute carrier family 17 member 5	SLC17A5
ENSG00000119900	OGFRL1	79627	opioid growth factor receptor like 1	OGFRL1
ENSG00000119906	SLF2	55719	SMC5-SMC6 complex localization factor 2	SLF2
ENSG00000119912	IDE	3416	insulin degrading enzyme	IDE
ENSG00000119915	ELOVL3	83401	ELOVL fatty acid elongase 3	ELOVL3
ENSG00000119917	IFIT3	3437	interferon induced protein with tetratricopeptide repeats 3	IFIT3
ENSG00000119922	IFIT2	3433	interferon induced protein with tetratricopeptide repeats 2	IFIT2
ENSG00000119927	GPAM	57678	glycerol-3-phosphate acyltransferase, mitochondrial	GPAM
ENSG00000119929	CUTC	51076	cutC copper transporter	CUTC
ENSG00000119943	PYROXD2	84795	pyridine nucleotide-disulphide oxidoreductase domain 2	PYROXD2
ENSG00000119946	CNNM1	26507	cyclin and CBS domain divalent metal cation transport mediator 1	CNNM1
ENSG00000119950	MXI1	4601	MAX interactor 1, dimerization protein	MXI1
ENSG00000119953	SMNDC1	10285	survival motor neuron domain containing 1	SMNDC1
ENSG00000119965	C10orf88	80007	chromosome 10 open reading frame 88	C10orf88
ENSG00000119969	HELLS	3070	helicase, lymphoid specific	HELLS
ENSG00000119977	TCTN3	26123	tectonic family member 3	TCTN3
ENSG00000119979	DENND10	404636	DENN domain containing 10	DENND10
ENSG00000119986	AVPI1	60370	arginine vasopressin induced 1	AVPI1
ENSG00000120008	WDR11	55717	WD repeat domain 11	WDR11
ENSG00000120029	ARMH3	79591	armadillo like helical domain containing 3	ARMH3
ENSG00000120049	KCNIP2	30819	potassium voltage-gated channel interacting protein 2	KCNIP2
ENSG00000120053	GOT1	2805	glutamic-oxaloacetic transaminase 1	GOT1
ENSG00000120057	SFRP5	6425	secreted frizzled related protein 5	SFRP5
ENSG00000120063	GNA13	10672	G protein subunit alpha 13	GNA13
ENSG00000120071	KANSL1	284058	KAT8 regulatory NSL complex subunit 1	KANSL1
ENSG00000120129	DUSP1	1843	dual specificity phosphatase 1	DUSP1
ENSG00000120137	PANK3	79646	pantothenate kinase 3	PANK3
ENSG00000120158	RCL1	10171	RNA terminal phosphate cyclase like 1	RCL1
ENSG00000120159	CAAP1	79886	caspase activity and apoptosis inhibitor 1	CAAP1
ENSG00000120162	MOB3B	79817	MOB kinase activator 3B	MOB3B
ENSG00000120210	INSL6	11172	insulin like 6	INSL6
ENSG00000120217	CD274	29126	CD274 molecule	CD274
ENSG00000120253	NUP43	348995	nucleoporin 43	NUP43
ENSG00000120254	MTHFD1L	25902	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	MTHFD1L
ENSG00000120262	CCDC170	80129	coiled-coil domain containing 170	CCDC170
ENSG00000120265	PCMT1	5110	protein-L-isoaspartate (D-aspartate) O-methyltransferase	PCMT1
ENSG00000120278	PLEKHG1	57480	pleckstrin homology and RhoGEF domain containing G1	PLEKHG1
ENSG00000120279	MYCT1	80177	MYC target 1	MYCT1
ENSG00000120280	TASL	80231	TLR adaptor interacting with endolysosomal SLC15A4	TASL
ENSG00000120306	CYSTM1	84418	cysteine rich transmembrane module containing 1	CYSTM1
ENSG00000120314	WDR55	54853	WD repeat domain 55	WDR55
ENSG00000120318	ARAP3	64411	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	ARAP3
ENSG00000120333	MRPS14	63931	mitochondrial ribosomal protein S14	MRPS14
ENSG00000120334	CENPL	91687	centromere protein L	CENPL
ENSG00000120370	GORAB	92344	golgin, RAB6 interacting	GORAB
ENSG00000120437	ACAT2	39	acetyl-CoA acetyltransferase 2	ACAT2
ENSG00000120438	TCP1	6950	t-complex 1	TCP1
ENSG00000120451	SNX19	399979	sorting nexin 19	SNX19
ENSG00000120458	MSANTD2	79684	Myb/SANT DNA binding domain containing 2	MSANTD2
ENSG00000120509	PDZD11	51248	PDZ domain containing 11	PDZD11
ENSG00000120519	SLC10A7	84068	solute carrier family 10 member 7	SLC10A7
ENSG00000120526	NUDCD1	84955	NudC domain containing 1	NUDCD1
ENSG00000120533	ENY2	56943	ENY2 transcription and export complex 2 subunit	ENY2
